id,updated,ship,imo,lat,long,sog,cog,hdg,depPort,etdSchedule,etd,atd,arrPort,etaSchedule,eta,ata
114094,18/05/2018 17:23,Finlandia,9214379,60.0435,24.902,21.0,348,347,EETLL,18/05/2018 15:30,18/05/2018 15:30,2018-05-18 15:23:49,FIHEL,18/05/2018 18:00,,
355382,23/08/2018 14:12,Megastar,9773064,59.851,24.8119,22.2,202,203,FIHEL,23/08/2018 13:30,23/08/2018 13:30,2018-08-23 13:20:09,EETLL,23/08/2018 15:30,,
299211,29/07/2018 13:51,Megastar,9773064,59.9808,24.894,23.0,190,185,FIHEL,29/07/2018 13:30,29/07/2018 13:30,2018-07-29 13:20:18,EETLL,29/07/2018 15:30,,
663368,20/12/2018 18:35,Finlandia,9214379,60.1055,24.902,16.2,15,15,EETLL,20/12/2018 16:30,20/12/2018 16:31,2018-12-20 16:31:07,FIHEL,20/12/2018 19:00,,
99159,12/05/2018 17:46,Finlandia,9214379,60.1452,24.9118,2.5,184,156,EETLL,12/05/2018 15:30,12/05/2018 15:30,2018-05-12 15:23:14,FIHEL,12/05/2018 18:00,05/12/2018 17:48,05/12/2018 17:51
309830,03/08/2018 14:44,Star,9364722,59.9295,24.883,21.5,12,7,EETLL,03/08/2018 13:30,03/08/2018 13:30,2018-08-03 13:19:49,FIHEL,03/08/2018 15:30,08/03/2018 15:27,08/03/2018 15:26
72335,02/05/2018 06:21,Megastar,9773064,60.1396,24.9045,10.7,0,0,EETLL,02/05/2018 04:30,02/05/2018 04:30,2018-05-02 04:21:54,FIHEL,02/05/2018 06:30,05/02/2018 06:27,05/02/2018 06:35
809889,04/02/2019 13:34,Europa,8919805,60.1315,24.9053,10.3,359,357,EETLL,04/02/2019 10:30,04/02/2019 10:39,2019-02-04 10:39:10,FIHEL,04/02/2019 14:00,02/04/2019 13:53,02/04/2019 13:55
398862,08/09/2018 17:04,Star,9364722,59.9059,24.81,22.1,211,206,FIHEL,08/09/2018 16:30,08/09/2018 16:30,2018-09-08 16:19:00,EETLL,08/09/2018 18:30,09/08/2018 18:29,09/08/2018 18:33
489778,12/10/2018 16:26,Megastar,9773064,59.4632,24.7749,18.8,349,349,EETLL,12/10/2018 16:30,12/10/2018 16:30,2018-10-12 16:18:56,FIHEL,12/10/2018 18:30,10/12/2018 18:32,10/12/2018 18:34
633592,09/12/2018 20:40,Megastar,9773064,60.0424,24.8985,22.3,174,174,FIHEL,09/12/2018 20:30,09/12/2018 20:30,2018-12-09 20:19:11,EETLL,09/12/2018 22:30,12/09/2018 22:24,12/09/2018 22:29
15880,11/04/2018 06:13,Megastar,9773064,60.1079,24.9046,14.4,11,12,EETLL,11/04/2018 04:30,11/04/2018 04:30,2018-04-11 04:20:13,FIHEL,11/04/2018 06:30,04/11/2018 06:26,04/11/2018 06:23
740614,29/01/2019 14:37,Megastar,9773064,60.0668,24.8965,22.2,180,179,FIHEL,29/01/2019 14:30,29/01/2019 14:30,2019-01-29 14:20:07,EETLL,29/01/2019 16:30,,
146658,31/05/2018 15:33,Finlandia,9214379,59.4462,24.7682,4.6,62,245,EETLL,31/05/2018 15:30,31/05/2018 15:32,2018-05-31 15:33:28,FIHEL,31/05/2018 18:00,,
111957,17/05/2018 20:34,Megastar,9773064,59.7301,24.7143,22.6,201,201,FIHEL,17/05/2018 19:30,17/05/2018 19:30,2018-05-17 19:19:45,EETLL,17/05/2018 21:30,,
428156,19/09/2018 16:34,Finlandia,9214379,59.7663,24.8323,23.3,18,15,EETLL,19/09/2018 15:30,19/09/2018 15:30,2018-09-19 15:29:39,FIHEL,19/09/2018 18:00,,
22680,13/04/2018 16:45,Star,9364722,60.0193,24.9039,22.7,186,186,FIHEL,13/04/2018 16:30,13/04/2018 16:30,2018-04-13 16:20:14,EETLL,13/04/2018 18:30,,
483496,10/10/2018 10:28,Finlandia,9214379,59.9472,24.8833,24.3,15,14,EETLL,10/10/2018 09:00,10/10/2018 09:00,2018-10-10 09:03:22,FIHEL,10/10/2018 11:15,10/10/2018 11:10,10/10/2018 11:10
400832,09/09/2018 13:48,Star,9364722,59.5895,24.694,21.0,340,339,EETLL,09/09/2018 13:30,09/09/2018 13:30,2018-09-09 13:20:13,FIHEL,09/09/2018 15:30,09/09/2018 15:30,09/09/2018 15:36
711501,18/01/2019 16:26,Megastar,9773064,59.447,24.7736,5.7,217,222,FIHEL,18/01/2019 14:30,18/01/2019 14:32,2019-01-18 14:32:14,EETLL,18/01/2019 16:30,,
366431,27/08/2018 17:18,Finlandia,9214379,60.0112,24.908,20.6,6,4,EETLL,27/08/2018 15:30,27/08/2018 15:30,2018-08-27 15:28:19,FIHEL,27/08/2018 18:00,,
601742,28/11/2018 07:59,Finlandia,9214379,59.8142,24.8165,24.1,196,194,FIHEL,28/11/2018 07:00,28/11/2018 07:01,2018-11-28 07:01:57,EETLL,28/11/2018 09:15,,
366826,27/08/2018 19:46,Megastar,9773064,59.9954,24.8951,22.3,185,184,FIHEL,27/08/2018 19:30,27/08/2018 19:30,2018-08-27 19:18:07,EETLL,27/08/2018 21:30,,
736572,28/01/2019 05:51,Megastar,9773064,59.603,24.6897,22.6,360,3,EETLL,28/01/2019 05:30,28/01/2019 05:30,2019-01-28 05:19:04,FIHEL,28/01/2019 07:30,,
406298,11/09/2018 14:18,Megastar,9773064,59.8224,24.8018,22.7,210,209,FIHEL,11/09/2018 13:30,11/09/2018 13:30,2018-09-11 13:19:39,EETLL,11/09/2018 15:30,09/11/2018 15:29,09/11/2018 15:29
48404,23/04/2018 08:47,Star,9364722,59.8745,24.8507,25.9,19,15,EETLL,23/04/2018 07:30,23/04/2018 07:42,2018-04-23 07:42:10,FIHEL,23/04/2018 09:30,,
905170,12/03/2019 14:23,Finlandia,9214379,59.739,24.7845,20.9,196,195,FIHEL,12/03/2019 13:15,12/03/2019 13:15,2019-03-12 13:06:10,EETLL,12/03/2019 15:30,03/12/2019 15:18,03/12/2019 15:27
104575,15/05/2018 04:43,Star,9364722,60.0545,24.8908,21.3,167,164,FIHEL,15/05/2018 04:30,15/05/2018 04:30,2018-05-15 04:24:07,EETLL,15/05/2018 06:30,,
676203,30/12/2018 14:14,Finlandia,9214379,59.8043,24.7663,21.1,201,200,FIHEL,30/12/2018 13:15,30/12/2018 13:15,2018-12-30 13:05:11,EETLL,30/12/2018 15:30,,
103388,14/05/2018 14:18,Finlandia,9214379,59.4635,24.773,16.4,155,152,FIHEL,14/05/2018 12:15,14/05/2018 12:15,2018-05-14 12:11:00,EETLL,14/05/2018 14:30,,
400229,09/09/2018 10:26,Finlandia,9214379,59.9547,24.8872,24.4,12,11,EETLL,09/09/2018 09:00,09/09/2018 09:00,2018-09-09 09:01:05,FIHEL,09/09/2018 11:15,09/09/2018 11:06,09/09/2018 11:10
418324,16/09/2018 04:57,Star,9364722,59.9391,24.88,21.9,197,195,FIHEL,16/09/2018 04:30,16/09/2018 04:30,2018-09-16 04:18:14,EETLL,16/09/2018 06:30,,
671421,23/12/2018 18:46,Star,9364722,59.6545,24.645,22.9,173,175,FIHEL,23/12/2018 17:30,23/12/2018 17:30,2018-12-23 17:20:13,EETLL,23/12/2018 19:30,,
846913,18/02/2019 13:44,Finlandia,9214379,59.9805,24.8977,21.4,189,189,FIHEL,18/02/2019 13:15,18/02/2019 13:15,2019-02-18 13:10:15,EETLL,18/02/2019 15:30,,
495979,15/10/2018 05:19,Star,9364722,59.8198,24.7803,21.8,210,209,FIHEL,15/10/2018 04:30,15/10/2018 04:30,2018-10-15 04:19:03,EETLL,15/10/2018 06:30,,
637344,11/12/2018 09:52,Megastar,9773064,59.6027,24.6654,22.7,174,172,FIHEL,11/12/2018 08:30,11/12/2018 08:30,2018-12-11 08:20:10,EETLL,11/12/2018 10:30,12/11/2018 10:24,12/11/2018 10:31
477576,08/10/2018 06:38,Finlandia,9214379,59.8958,24.8543,21.0,193,193,FIHEL,08/10/2018 06:00,08/10/2018 06:00,2018-10-08 05:49:13,EETLL,08/10/2018 08:15,10/08/2018 08:06,10/08/2018 08:14
183881,14/06/2018 16:08,Europa,8919805,60.0513,24.8863,14.9,159,157,FIHEL,14/06/2018 15:30,14/06/2018 15:36,2018-06-14 15:36:44,EETLL,14/06/2018 19:00,,
824378,10/02/2019 05:41,Star,9364722,60.0465,24.8977,21.9,176,178,FIHEL,10/02/2019 05:30,10/02/2019 05:30,2019-02-10 05:19:15,EETLL,10/02/2019 07:30,02/10/2019 07:30,02/10/2019 07:32
542553,06/11/2018 12:35,Megastar,9773064,59.8853,24.8548,22.8,12,13,EETLL,06/11/2018 11:30,06/11/2018 11:30,2018-11-06 11:40:13,FIHEL,06/11/2018 13:30,11/06/2018 13:26,11/06/2018 13:29
850486,19/02/2019 21:29,Finlandia,9214379,59.6187,24.6603,25.3,180,180,FIHEL,19/02/2019 19:40,19/02/2019 19:58,2019-02-19 19:58:11,EETLL,19/02/2019 21:50,,
208499,24/06/2018 09:45,Finlandia,9214379,59.672,24.7493,24.5,28,25,EETLL,24/06/2018 09:00,24/06/2018 09:01,2018-06-24 09:01:00,FIHEL,24/06/2018 11:15,,
493286,14/10/2018 04:56,Megastar,9773064,59.6299,24.7024,23.3,23,23,EETLL,14/10/2018 04:30,14/10/2018 04:30,2018-10-14 04:19:59,FIHEL,14/10/2018 06:30,,
363449,26/08/2018 16:17,Finlandia,9214379,59.6727,24.7467,19.9,26,25,EETLL,26/08/2018 15:30,26/08/2018 15:30,2018-08-26 15:24:24,FIHEL,26/08/2018 18:00,,
649470,15/12/2018 16:32,Finlandia,9214379,59.4475,24.7725,2.2,79,319,EETLL,15/12/2018 16:30,15/12/2018 16:30,2018-12-15 16:27:16,FIHEL,15/12/2018 19:00,,
620683,05/12/2018 07:14,Star,9364722,59.495,24.7481,22.1,161,161,FIHEL,05/12/2018 05:30,05/12/2018 05:30,2018-12-05 05:19:06,EETLL,05/12/2018 07:30,12/05/2018 07:27,12/05/2018 07:35
766163,18/01/2019 05:12,Finlandia,9214379,59.8655,24.8652,22.8,10,8,EETLL,18/01/2019 04:00,18/01/2019 04:00,2019-01-18 00:18:59,FIHEL,18/01/2019 06:15,,
766774,18/01/2019 11:36,Megastar,9773064,59.5211,24.7411,21.9,341,340,EETLL,18/01/2019 11:30,18/01/2019 11:30,2019-01-18 11:18:13,FIHEL,18/01/2019 13:30,,
171311,10/06/2018 08:13,Star,9364722,59.7026,24.7663,23.5,30,26,EETLL,10/06/2018 07:30,10/06/2018 07:30,2018-06-10 07:29:02,FIHEL,10/06/2018 09:30,06/10/2018 09:34,06/10/2018 09:34
418233,15/09/2018 21:22,Star,9364722,60.1438,24.9065,13.4,29,25,EETLL,15/09/2018 19:30,15/09/2018 19:30,2018-09-15 19:21:21,FIHEL,15/09/2018 21:30,,
559007,12/11/2018 14:20,Star,9364722,59.4468,24.773,2.5,8,123,EETLL,12/11/2018 14:30,12/11/2018 14:30,2018-11-12 14:19:12,FIHEL,12/11/2018 16:30,11/12/2018 16:35,11/12/2018 16:53
428735,19/09/2018 19:54,Star,9364722,59.6333,24.7052,21.3,27,25,EETLL,19/09/2018 19:30,19/09/2018 19:30,2018-09-19 19:19:51,FIHEL,19/09/2018 21:30,,
674718,28/12/2018 11:51,Finlandia,9214379,60.0875,24.8945,19.1,10,10,EETLL,28/12/2018 10:00,28/12/2018 10:00,2018-12-28 09:55:01,FIHEL,28/12/2018 12:15,,
20853,13/04/2018 04:35,Star,9364722,60.1451,24.9111,9.1,229,227,FIHEL,13/04/2018 04:30,13/04/2018 04:30,2018-04-13 04:35:44,EETLL,13/04/2018 06:30,,
825844,10/02/2019 15:19,Megastar,9773064,59.8043,24.8131,21.6,213,213,FIHEL,10/02/2019 14:30,10/02/2019 14:30,2019-02-10 14:18:00,EETLL,10/02/2019 16:30,02/10/2019 16:25,02/10/2019 16:23
808094,03/02/2019 19:48,Finlandia,9214379,60.1443,24.907,8.2,205,205,FIHEL,03/02/2019 19:40,03/02/2019 19:44,2019-02-03 19:45:10,EETLL,03/02/2019 21:50,02/03/2019 21:53,02/03/2019 21:49
364434,27/08/2018 04:14,Finlandia,9214379,59.893,24.8548,24.0,11,11,EETLL,27/08/2018 03:00,27/08/2018 03:00,2018-08-26 23:45:33,FIHEL,27/08/2018 05:15,,
462752,02/10/2018 14:10,Star,9364722,59.7266,24.7788,21.4,14,13,EETLL,02/10/2018 13:30,02/10/2018 13:30,2018-10-02 13:19:24,FIHEL,02/10/2018 15:30,10/02/2018 15:27,10/02/2018 15:22
260229,13/07/2018 19:57,Megastar,9773064,59.944,24.8785,22.7,193,193,FIHEL,13/07/2018 19:30,13/07/2018 19:30,2018-07-13 19:20:11,EETLL,13/07/2018 21:30,,
19198,12/04/2018 10:48,Star,9364722,59.9943,24.8996,22.8,185,184,FIHEL,12/04/2018 10:30,12/04/2018 10:30,2018-04-12 10:20:19,EETLL,12/04/2018 12:30,04/12/2018 12:29,04/12/2018 12:36
333511,15/08/2018 11:55,Megastar,9773064,59.9865,24.8931,22.1,11,11,EETLL,15/08/2018 10:30,15/08/2018 10:30,2018-08-15 10:21:41,FIHEL,15/08/2018 12:30,,
264613,15/07/2018 15:24,Star,9364722,60.1454,24.912,2.1,231,192,EETLL,15/07/2018 13:30,15/07/2018 13:30,2018-07-15 13:22:25,FIHEL,15/07/2018 15:30,,
104950,15/05/2018 07:48,Megastar,9773064,59.9913,24.8961,23.1,186,186,FIHEL,15/05/2018 07:30,15/05/2018 07:30,2018-05-15 07:20:14,EETLL,15/05/2018 09:30,,
770732,20/01/2019 13:54,Finlandia,9214379,59.9092,24.8622,21.7,196,196,FIHEL,20/01/2019 13:15,20/01/2019 13:15,2019-01-20 13:06:11,EETLL,20/01/2019 15:30,,
17120,11/04/2018 14:22,Star,9364722,59.7875,24.8226,23.2,12,14,EETLL,11/04/2018 13:30,11/04/2018 13:30,2018-04-11 13:22:15,FIHEL,11/04/2018 15:30,04/11/2018 15:29,04/11/2018 15:33
656730,18/12/2018 11:41,Europa,8919805,59.6566,24.7262,15.6,23,22,EETLL,18/12/2018 10:30,18/12/2018 10:37,2018-12-18 10:36:52,FIHEL,18/12/2018 14:00,,
320691,09/08/2018 08:02,Megastar,9773064,59.9148,24.8579,22.1,199,200,FIHEL,09/08/2018 07:30,09/08/2018 07:30,2018-08-09 07:19:21,EETLL,09/08/2018 09:30,08/09/2018 09:30,08/09/2018 09:31
387379,04/09/2018 12:21,Megastar,9773064,60.1265,24.907,16.4,6,7,EETLL,04/09/2018 10:30,04/09/2018 10:30,2018-09-04 09:34:05,FIHEL,04/09/2018 12:30,09/04/2018 12:29,09/04/2018 12:31
328488,13/08/2018 13:27,Megastar,9773064,60.1255,24.9053,17.5,180,182,FIHEL,13/08/2018 13:30,13/08/2018 13:30,2018-08-13 13:21:15,EETLL,13/08/2018 15:30,,
895070,08/03/2019 17:37,Star,9364722,60.0652,24.8955,22.9,178,179,FIHEL,08/03/2019 17:30,08/03/2019 17:30,2019-03-08 17:19:15,EETLL,08/03/2019 19:30,03/08/2019 19:30,03/08/2019 19:33
329082,13/08/2018 17:15,Finlandia,9214379,60.0285,24.9068,22.6,355,352,EETLL,13/08/2018 15:30,13/08/2018 15:31,2018-08-13 15:31:26,FIHEL,13/08/2018 18:00,,
810112,04/02/2019 15:13,Finlandia,9214379,59.4637,24.7765,14.3,155,155,FIHEL,04/02/2019 13:15,04/02/2019 13:15,2019-02-04 13:06:13,EETLL,04/02/2019 15:30,02/04/2019 15:21,02/04/2019 15:24
784591,26/01/2019 06:38,Megastar,9773064,59.8918,24.8589,23.1,12,12,EETLL,26/01/2019 05:30,26/01/2019 05:30,2019-01-26 05:20:09,FIHEL,26/01/2019 07:30,,
97120,12/05/2018 03:25,Finlandia,9214379,59.5988,24.6855,23.2,343,343,EETLL,12/05/2018 03:00,12/05/2018 03:00,2018-05-12 02:48:53,FIHEL,12/05/2018 05:15,05/12/2018 05:09,05/12/2018 05:09
591564,24/11/2018 11:56,Star,9364722,59.9571,24.8751,22.2,211,211,FIHEL,24/11/2018 11:30,24/11/2018 11:30,2018-11-24 11:20:09,EETLL,24/11/2018 13:30,,
346549,20/08/2018 10:37,Finlandia,9214379,59.9763,24.8993,25.0,15,14,EETLL,20/08/2018 09:00,20/08/2018 09:05,2018-08-20 09:07:08,FIHEL,20/08/2018 11:15,,
312454,05/08/2018 10:45,Megastar,9773064,59.5751,24.7028,22.8,340,339,EETLL,05/08/2018 10:30,05/08/2018 10:30,2018-08-05 10:18:52,FIHEL,05/08/2018 12:30,08/05/2018 12:30,08/05/2018 12:28
454622,29/09/2018 12:54,Finlandia,9214379,59.907,24.8645,21.1,193,193,FIHEL,29/09/2018 12:15,29/09/2018 12:15,2018-09-29 12:04:04,EETLL,29/09/2018 14:30,,
488142,12/10/2018 04:53,Star,9364722,59.9699,24.8906,22.0,194,192,FIHEL,12/10/2018 04:30,12/10/2018 04:30,2018-10-12 04:19:59,EETLL,12/10/2018 06:30,10/12/2018 06:30,10/12/2018 06:40
161454,06/06/2018 10:48,Star,9364722,59.9987,24.9002,21.1,189,189,FIHEL,06/06/2018 10:30,06/06/2018 10:30,2018-06-06 10:20:07,EETLL,06/06/2018 12:30,06/06/2018 12:29,06/06/2018 12:32
336136,16/08/2018 11:56,Star,9364722,59.5983,24.6696,21.3,162,160,FIHEL,16/08/2018 10:30,16/08/2018 10:30,2018-08-16 10:19:33,EETLL,16/08/2018 12:30,,
411868,13/09/2018 15:05,Megastar,9773064,59.5423,24.7106,24.6,158,160,FIHEL,13/09/2018 13:30,13/09/2018 13:30,2018-09-13 13:21:53,EETLL,13/09/2018 15:30,,
114623,19/05/2018 03:26,Finlandia,9214379,59.5822,24.7002,23.6,339,337,EETLL,19/05/2018 03:00,19/05/2018 03:00,2018-05-19 02:51:09,FIHEL,19/05/2018 05:15,,
697165,13/01/2019 09:42,Megastar,9773064,59.6583,24.7128,22.2,211,211,FIHEL,13/01/2019 08:30,13/01/2019 08:30,2019-01-13 08:19:17,EETLL,13/01/2019 10:30,,
585776,22/11/2018 10:07,Finlandia,9214379,59.4587,24.778,13.7,0,358,EETLL,22/11/2018 10:00,22/11/2018 10:00,2018-11-22 09:58:06,FIHEL,22/11/2018 12:15,,
271009,18/07/2018 04:27,Star,9364722,60.1162,24.9044,14.4,185,182,FIHEL,18/07/2018 04:30,18/07/2018 04:30,2018-07-18 04:18:48,EETLL,18/07/2018 06:30,,
540769,05/11/2018 11:50,Europa,8919805,59.7093,24.7693,15.3,14,14,EETLL,05/11/2018 10:30,05/11/2018 10:38,2018-11-05 10:38:29,FIHEL,05/11/2018 14:00,11/05/2018 13:51,11/05/2018 13:47
461745,02/10/2018 07:48,Megastar,9773064,60.0044,24.8971,22.6,183,184,FIHEL,02/10/2018 07:30,02/10/2018 07:30,2018-10-02 07:20:17,EETLL,02/10/2018 09:30,10/02/2018 09:30,10/02/2018 09:25
752420,07/01/2019 06:28,Star,9364722,59.7542,24.7274,22.4,196,202,FIHEL,07/01/2019 05:30,07/01/2019 05:30,2019-01-07 05:19:11,EETLL,07/01/2019 07:30,01/07/2019 07:26,01/07/2019 07:30
23157,13/04/2018 19:37,Megastar,9773064,60.0665,24.896,23.7,177,177,FIHEL,13/04/2018 19:30,13/04/2018 19:30,2018-04-13 19:21:06,EETLL,13/04/2018 21:30,,
456360,30/09/2018 08:18,Megastar,9773064,59.8204,24.8344,22.1,187,192,FIHEL,30/09/2018 07:30,30/09/2018 07:30,2018-09-30 07:20:16,EETLL,30/09/2018 09:30,,
747642,04/01/2019 11:03,Europa,8919805,59.517,24.7505,16.2,339,337,EETLL,04/01/2019 10:30,04/01/2019 10:36,2019-01-04 10:37:14,FIHEL,04/01/2019 14:00,01/04/2019 13:51,01/04/2019 13:42
836184,14/02/2019 14:29,Finlandia,9214379,59.7302,24.7113,21.5,200,200,FIHEL,14/02/2019 13:15,14/02/2019 13:15,2019-02-14 13:09:08,EETLL,14/02/2019 15:30,,
381570,02/09/2018 10:49,Megastar,9773064,59.5807,24.6989,22.4,340,340,EETLL,02/09/2018 10:30,02/09/2018 10:30,2018-09-02 10:21:11,FIHEL,02/09/2018 12:30,09/02/2018 12:32,09/02/2018 12:29
560271,12/11/2018 22:30,Megastar,9773064,59.4451,24.7714,2.5,216,209,FIHEL,12/11/2018 20:30,12/11/2018 20:30,2018-11-12 20:19:55,EETLL,12/11/2018 22:30,11/12/2018 22:30,11/12/2018 22:33
829972,12/02/2019 06:03,Megastar,9773064,59.6765,24.7436,23.2,23,21,EETLL,12/02/2019 05:30,12/02/2019 05:30,2019-02-12 05:20:08,FIHEL,12/02/2019 07:30,02/12/2019 07:29,02/12/2019 07:30
14994,10/04/2018 17:54,Star,9364722,59.5948,24.6707,22.5,153,157,FIHEL,10/04/2018 16:30,10/04/2018 16:30,2018-04-10 16:21:31,EETLL,10/04/2018 18:30,04/10/2018 18:25,04/10/2018 18:21
570577,16/11/2018 17:46,Megastar,9773064,59.5817,24.701,22.1,343,341,EETLL,16/11/2018 17:30,16/11/2018 17:30,2018-11-16 17:17:02,FIHEL,16/11/2018 18:30,,
509530,23/10/2018 11:14,Europa,8919805,59.8241,24.838,15.7,16,15,EETLL,23/10/2018 09:30,23/10/2018 09:37,2018-10-23 09:37:13,FIHEL,23/10/2018 13:00,,
701844,15/01/2019 06:43,Megastar,9773064,59.8914,24.856,26.2,13,13,EETLL,15/01/2019 05:30,15/01/2019 05:35,2019-01-15 05:32:08,FIHEL,15/01/2019 07:30,,
821106,08/02/2019 18:26,Europa,8919805,59.763,24.7279,14.6,206,207,FIHEL,08/02/2019 16:30,08/02/2019 16:31,2019-02-08 16:31:15,EETLL,08/02/2019 20:00,02/08/2019 19:51,02/08/2019 19:50
407475,12/09/2018 03:27,Finlandia,9214379,59.6033,24.688,24.6,359,353,EETLL,12/09/2018 03:00,12/09/2018 03:00,2018-09-12 02:55:12,FIHEL,12/09/2018 05:15,09/12/2018 05:10,09/12/2018 05:09
758699,12/01/2019 06:57,Megastar,9773064,60.0201,24.9032,23.5,4,2,EETLL,12/01/2019 05:30,12/01/2019 05:30,2019-01-12 05:18:20,FIHEL,12/01/2019 07:30,01/12/2019 07:27,01/12/2019 07:19
77071,03/05/2018 21:18,Star,9364722,60.1279,24.9052,16.5,2,4,EETLL,03/05/2018 19:30,03/05/2018 19:30,2018-05-03 19:23:15,FIHEL,03/05/2018 21:30,05/03/2018 21:27,05/03/2018 21:29
761063,14/01/2019 08:24,Megastar,9773064,60.1288,24.9055,17.0,181,181,FIHEL,14/01/2019 08:30,14/01/2019 08:30,2019-01-14 08:19:02,EETLL,14/01/2019 10:30,,
610880,01/12/2018 13:15,Finlandia,9214379,60.107,24.8997,17.4,201,200,FIHEL,01/12/2018 13:15,01/12/2018 13:15,2018-12-01 13:05:09,EETLL,01/12/2018 15:30,12/01/2018 15:12,12/01/2018 15:22
269992,17/07/2018 15:54,Finlandia,9214379,59.5305,24.7373,22.5,339,338,EETLL,17/07/2018 15:30,17/07/2018 15:30,2018-07-17 15:28:53,FIHEL,17/07/2018 18:00,,
167342,08/06/2018 15:28,Finlandia,9214379,59.4482,24.7745,7.6,53,229,EETLL,08/06/2018 15:30,08/06/2018 15:30,2018-06-08 15:26:09,FIHEL,08/06/2018 18:00,06/08/2018 17:44,06/08/2018 18:18
816982,07/02/2019 10:01,Megastar,9773064,59.5727,24.6857,22.2,159,160,FIHEL,07/02/2019 08:30,07/02/2019 08:30,2019-02-07 08:18:10,EETLL,07/02/2019 10:30,02/07/2019 10:28,02/07/2019 10:32
877295,01/03/2019 21:59,Megastar,9773064,59.5793,24.6813,22.5,159,160,FIHEL,01/03/2019 20:30,01/03/2019 20:30,2019-03-01 20:19:02,EETLL,01/03/2019 22:30,03/01/2019 22:27,03/01/2019 22:29
477977,08/10/2018 09:56,Finlandia,9214379,59.7432,24.7918,24.5,12,11,EETLL,08/10/2018 09:00,08/10/2018 09:00,2018-10-08 09:02:19,FIHEL,08/10/2018 11:15,10/08/2018 11:14,10/08/2018 11:08
385568,03/09/2018 17:52,Star,9364722,59.624,24.6726,21.1,204,200,FIHEL,03/09/2018 16:30,03/09/2018 16:30,2018-09-03 16:19:22,EETLL,03/09/2018 18:30,09/03/2018 18:28,09/03/2018 18:36
452659,28/09/2018 17:39,Europa,8919805,59.6961,24.6559,15.6,181,180,FIHEL,28/09/2018 15:30,28/09/2018 15:34,2018-09-28 15:35:15,EETLL,28/09/2018 19:00,,
900070,10/03/2019 15:29,Megastar,9773064,59.732,24.7817,22.6,194,197,FIHEL,10/03/2019 14:30,10/03/2019 14:30,2019-03-10 14:18:01,EETLL,10/03/2019 16:30,03/10/2019 16:23,03/10/2019 16:25
695893,12/01/2019 11:37,Europa,8919805,59.627,24.7014,15.8,23,19,EETLL,12/01/2019 10:30,12/01/2019 10:41,2019-01-12 10:41:11,FIHEL,12/01/2019 14:00,01/12/2019 13:58,01/12/2019 14:01
584178,21/11/2018 17:28,Megastar,9773064,59.4723,24.7713,20.7,346,346,EETLL,21/11/2018 17:30,21/11/2018 17:30,2018-11-21 17:18:19,FIHEL,21/11/2018 18:30,,
219873,28/06/2018 17:03,Europa,8919805,59.8491,24.7781,15.3,204,206,FIHEL,28/06/2018 15:30,28/06/2018 15:33,2018-06-28 15:32:49,EETLL,28/06/2018 19:00,,
414914,14/09/2018 17:11,Megastar,9773064,59.7303,24.7816,22.8,16,15,EETLL,14/09/2018 16:30,14/09/2018 16:30,2018-09-14 16:18:50,FIHEL,14/09/2018 18:30,,
198375,20/06/2018 10:28,Finlandia,9214379,59.9507,24.8855,25.4,22,20,EETLL,20/06/2018 09:00,20/06/2018 09:03,2018-06-20 09:05:05,FIHEL,20/06/2018 11:15,,
448834,27/09/2018 10:51,Star,9364722,59.992,24.8989,24.8,184,186,FIHEL,27/09/2018 10:30,27/09/2018 10:30,2018-09-27 10:24:14,EETLL,27/09/2018 12:30,,
847345,18/02/2019 17:00,Finlandia,9214379,59.5777,24.7008,21.8,338,335,EETLL,18/02/2019 16:30,18/02/2019 16:30,2019-02-18 16:27:15,FIHEL,18/02/2019 19:00,,
866574,25/02/2019 20:38,Star,9364722,59.5314,24.737,22.5,340,338,EETLL,25/02/2019 20:30,25/02/2019 20:30,2019-02-25 20:21:10,FIHEL,25/02/2019 22:30,,
856550,22/02/2019 08:24,Megastar,9773064,60.1252,24.9053,16.9,181,181,FIHEL,22/02/2019 08:30,22/02/2019 08:30,2019-02-22 08:18:19,EETLL,22/02/2019 10:30,,
827697,11/02/2019 09:45,Megastar,9773064,59.6698,24.7334,22.8,214,214,FIHEL,11/02/2019 08:30,11/02/2019 08:30,2019-02-11 08:18:06,EETLL,11/02/2019 10:30,02/11/2019 10:29,02/11/2019 10:36
77686,04/05/2018 08:10,Megastar,9773064,59.886,24.8369,24.0,201,202,FIHEL,04/05/2018 07:30,04/05/2018 07:30,2018-05-04 07:23:13,EETLL,04/05/2018 09:30,05/04/2018 09:32,05/04/2018 09:40
650719,16/12/2018 08:33,Megastar,9773064,60.0766,24.8923,22.1,188,187,FIHEL,16/12/2018 08:30,16/12/2018 08:30,2018-12-16 08:18:12,EETLL,16/12/2018 10:30,,
779082,24/01/2019 06:16,Star,9364722,59.8332,24.7766,6.0,208,205,FIHEL,24/01/2019 05:30,24/01/2019 05:30,2019-01-24 05:19:13,EETLL,24/01/2019 07:30,,
547657,08/11/2018 10:58,Finlandia,9214379,59.7642,24.8028,25.0,14,13,EETLL,08/11/2018 10:00,08/11/2018 10:00,2018-11-08 10:01:42,FIHEL,08/11/2018 12:15,11/08/2018 12:09,11/08/2018 12:06
